family,relation,target,sense
sink,synonym,drop,1
sink,synonym,lapse,3
sink,synonym,pass,3
sister,antonym,brother,1
sit,antonym,lie,1
sit,antonym,stand,1
sit,similar,seat,1
sit,synonym,pose,
sit,synonym,ride,
site,synonym,locate,
site,synonym,situation,2
situation,synonym,position,2
situation,synonym,post,
situation,synonym,site,
six,similar,cardinal,3
skeleton,synonym,frame,3
sketch,synonym,cartoon,
sketch,synonym,resume,3
sketch,synonym,study,1
sketch,synonym,survey,3
skill,synonym,acquisition,1
skill,synonym,science,2
skim,synonym,plane,1
skim,synonym,rake,3
skim,synonym,scan,3
skin,synonym,hide,3
skin,synonym,peel,
skin,synonym,scramble,
skin,synonym,struggle,
skinny,similar,lean,1
skinny,similar,thin,1
skinny,similar,tight,3
skip,synonym,cut,2
skip,synonym,hop,3
skip,synonym,jump,1
skip,synonym,omission,
skirt,synonym,bird,
skirt,synonym,doll,
skirt,synonym,evade,
skirt,synonym,surround,
sky,synonym,flip,2
sky,synonym,pitch,2
sky,synonym,toss,2
slack,synonym,slump,2
slam,synonym,bang,1
slam,synonym,barb,
slam,synonym,shaft,
slam,synonym,thrash,3
slap,synonym,bump,2
slap,synonym,smack,3
slash,synonym,lash,2
slash,synonym,slice,
slash,synonym,strap,2
slash,synonym,thrash,
slash,synonym,whip,2
slaughter,synonym,butcher,3
slaughter,synonym,massacre,3
slay,synonym,despatch,1
slay,synonym,hit,1
slay,synonym,murder,1
slay,synonym,off,1
slay,synonym,remove,1
slay,synonym,rock,3
slay,synonym,rocked,3
slay,synonym,rule,3
sleek,similar,bright,3
sleek,similar,smooth,2
sleek,synonym,slick,3
sleep,antonym,wake,1
sleep,synonym,nap,
sleeve,synonym,arm,1
slender,similar,lean,1
slender,similar,narrow,2
slender,similar,thin,1
slender,synonym,slight,1
slender,synonym,slim,1
slender,synonym,thin,2
slice,synonym,cut,3
slice,synonym,piece,1
slice,synonym,slash,3
slice,synonym,slit,
slick,synonym,glossy,2
slick,synonym,sleek,
slick,synonym,slip,1
slick,synonym,sly,
slide,synonym,slip,1
slight,similar,important,2
slight,similar,lean,3
slight,similar,significant,2
slight,similar,small,1
slight,similar,thin,3
slight,synonym,fragile,2
slight,synonym,little,1
slight,synonym,slender,3
slight,synonym,slim,3
slight,synonym,thin,2
slim,similar,lean,1
slim,similar,little,2
slim,similar,small,2
slim,similar,thin,1
slim,synonym,reduce,3
slim,synonym,slender,1
slim,synonym,slight,1
slim,synonym,thin,3
slip,synonym,err,
slip,synonym,slick,
slip,synonym,slide,3
slip,synonym,steal,1
slip,synonym,strip,
slip,synonym,trip,
slippery,similar,slick,1
slit,synonym,dent,
slit,synonym,slice,1
slop,synonym,spill,
slope,synonym,incline,1
slope,synonym,pitch,3
slope,synonym,side,1
slow,antonym,fast,1
slow,similar,lazy,1
slow,similar,stupid,3
slow,synonym,boring,
slow,synonym,dense,3
slow,synonym,dim,3
slow,synonym,dull,3
slow,synonym,dumb,3
slug,synonym,bullet,1
slug,synonym,punch,
slump,synonym,slack,1
sly,synonym,slick,1
smack,synonym,flavour,
smack,synonym,slap,
smack,synonym,smell,2
smack,synonym,taste,3
smack,synonym,thunder,
small,antonym,big,
small,antonym,large,1
small,similar,less,1
small,similar,little,1
small,similar,mature,3
small,similar,micro,1
small,similar,miniature,1
small,similar,minute,1
small,similar,significant,1
small,similar,slender,1
small,similar,slim,1
small,similar,tiny,1
small,similar,wee,1
small,similar,young,3
small,synonym,humble,
small,synonym,little,1
small,synonym,minor,2
small,synonym,modest,2
smart,antonym,stupid,1
smart,similar,clever,1
smart,similar,intelligent,3
smart,similar,sharp,1
smart,similar,shrewd,1
smart,synonym,ache,
smart,synonym,bright,3
smart,synonym,hurt,
smash,synonym,bankrupt,3
smash,synonym,bash,
smash,synonym,blast,1
smash,synonym,boom,1
smash,synonym,break,3
smash,synonym,dash,2
smash,synonym,nail,1
smash,synonym,ruin,3
smear,synonym,blot,3
smear,synonym,spot,3
smell,synonym,aroma,
smell,synonym,flavour,
smell,synonym,odour,
smell,synonym,scent,
smell,synonym,smack,
smell,synonym,spirit,
smile,synonym,grin,3
smoke,synonym,bullet,
smoke,synonym,fume,1
smoke,synonym,weed,
smooth,antonym,rough,1
smooth,similar,entire,3
smooth,similar,fast,1
smooth,similar,sleek,1
smooth,similar,velvet,1
smooth,synonym,bland,2
smooth,synonym,fluent,
smooth,synonym,tranquil,
snack,synonym,bite,1
snag,synonym,hitch,
snag,synonym,rent,
snap,synonym,breeze,
snap,synonym,bust,2
snap,synonym,click,
snap,synonym,crack,3
snap,synonym,photograph,
snap,synonym,picnic,
snap,synonym,snarl,1
snap,synonym,snatch,
snap,synonym,tear,2
snarl,synonym,maze,3
snarl,synonym,snap,
snarl,synonym,tangle,3
snatch,synonym,abduct,3
snatch,synonym,kidnap,3
snatch,synonym,snap,1
sneak,synonym,abstract,3
sneak,synonym,cabbage,3
sneak,synonym,creep,1
sneak,synonym,hook,3
sneak,synonym,lift,3
sneak,synonym,mouse,1
sneak,synonym,pinch,3
snipe,synonym,assail,
snort,synonym,bird,2
snort,synonym,hiss,2
snow,synonym,blow,3
snow,synonym,coke,3
so,synonym,hence,
so,synonym,indeed,
so,synonym,then,
so,synonym,therefore,
so,synonym,thus,
soak,synonym,hook,2
soak,synonym,pluck,2
soak,synonym,plume,2
soak,synonym,rob,2
soap,synonym,maximum,3
soap,synonym,scoop,3
soar,synonym,surge,1
soar,synonym,zoom,1
sober,similar,dry,1
sober,similar,serious,2
sober,synonym,grave,2
sober,synonym,solemn,2
social,similar,ethnic,2
socialism,antonym,capitalism,2
society,synonym,club,2
society,synonym,companion,3
society,synonym,company,3
society,synonym,fellow,3
society,synonym,guild,2
society,synonym,lodge,2
society,synonym,order,2
sock,synonym,bash,3
soda,synonym,pop,2
sofa,synonym,couch,1
sofa,synonym,lounge,1
soft,antonym,hard,1
soft,antonym,loud,3
soft,similar,dull,3
soft,similar,gentle,3
soft,similar,little,3
soft,similar,low,3
soft,similar,mute,3
soft,similar,quiet,3
soft,similar,small,3
soft,similar,stuffed,1
soft,similar,velvet,1
soft,synonym,dull,
soft,synonym,gentle,
soft,synonym,mild,
soft,synonym,piano,
software,antonym,hardware,1
soil,synonym,filth,1
soil,synonym,grease,1
soil,synonym,ground,3
soil,synonym,land,3
soil,synonym,stain,1
soil,synonym,territory,
sole,similar,single,2
sole,synonym,exclusive,1
sole,synonym,lone,2
sole,synonym,only,2
sole,synonym,solitary,2
solemn,similar,serious,1
solemn,synonym,earnest,2
solemn,synonym,grave,1
solemn,synonym,sincere,2
solemn,synonym,sober,1
solicit,similar,hook,3
solicit,synonym,beg,1
solicit,synonym,court,2
solicit,synonym,hook,3
solicit,synonym,romance,2
solicit,synonym,tap,1
solicit,synonym,woo,2
solid,antonym,hollow,3
solid,antonym,liquid,2
solid,similar,concrete,2
solid,similar,dry,2
solid,similar,good,1
solid,similar,massive,3
solid,synonym,hearty,
solid,synonym,square,
solid,synonym,unanimous,
solitary,similar,social,1
solitary,synonym,alone,3
solitary,synonym,lone,1
solitary,synonym,only,
solitary,synonym,sole,
solution,synonym,answer,2
solution,synonym,resolution,2
solution,synonym,result,2
solution,synonym,solvent,2
solve,synonym,clear,3
solve,synonym,lick,1
solve,synonym,resolve,2
solve,synonym,work,1
solvent,synonym,answer,2
solvent,synonym,resolution,2
solvent,synonym,result,2
solvent,synonym,solution,2
some,antonym,all,1
some,antonym,no,1
some,similar,any,1
some,similar,both,1
some,similar,extraordinary,3
some,similar,many,2
some,similar,several,1
some,similar,whatsoever,1
some,synonym,about,
some,synonym,former,
somewhat,synonym,jolly,2
somewhat,synonym,pretty,2
son,antonym,daughter,1
son,synonym,boy,1
son,synonym,cub,
son,synonym,lad,
song,synonym,strain,3
song,synonym,vocal,1
soon,synonym,rather,
soon,synonym,shortly,1
soothe,antonym,irritate,2
soothe,synonym,comfort,1
soothe,synonym,console,1
sophisticated,antonym,naive,1
sophisticated,similar,intellectual,3
sophisticated,similar,intelligent,1
sore,similar,angry,3
sore,similar,pleasant,2
sore,synonym,mad,3
sore,synonym,raw,1
sore,synonym,sensitive,1
sore,synonym,tender,1
sorrow,antonym,joy,1
sorrow,synonym,grief,3
sorrow,synonym,grieve,
sorrow,synonym,regret,2
sorry,similar,bad,2
sorry,similar,worth,3
sorry,synonym,bad,1
sorry,synonym,dismal,
sorry,synonym,sad,2
sort,synonym,classify,
sort,synonym,form,1
sort,synonym,kind,1
sort,synonym,variety,1
soul,synonym,individual,2
soul,synonym,mortal,2
soul,synonym,person,2
sound,antonym,silence,1
sound,synonym,audio,
sound,synonym,intelligent,
sound,synonym,legal,
sound,synonym,strait,
sour,antonym,sweet,2
sour,similar,acid,2
sour,similar,tart,2
source,antonym,sink,
source,synonym,author,
source,synonym,generator,
source,synonym,origin,1
source,synonym,root,1
source,synonym,seed,3
south,antonym,north,
southern,antonym,northern,1
southern,similar,grey,1
southern,similar,south,2
souvenir,synonym,relic,1
souvenir,synonym,token,1
sovereign,similar,dominant,3
sovereign,similar,free,2
sovereign,synonym,autonomous,2
sovereign,synonym,independent,2
sovereign,synonym,monarch,1
sovereign,synonym,reign,
sovereign,synonym,supreme,3
sow,similar,seed,3
sow,synonym,seed,1
space,synonym,infinite,1
span,synonym,bridge,
span,synonym,cross,1
span,synonym,pair,
span,synonym,sweep,1
span,synonym,traverse,1
spare,similar,lean,1
spare,similar,necessary,2
spare,similar,thin,1
spare,synonym,bare,
spare,synonym,excess,2
spare,synonym,extra,2
spare,synonym,free,3
spare,synonym,lavish,
spare,synonym,redundant,2
spare,synonym,surplus,2
spare,synonym,trim,1
spark,synonym,activate,1
spark,synonym,arc,
spark,synonym,flicker,3
spark,synonym,glint,3
spark,synonym,sparkle,2
spark,synonym,trigger,1
spark,synonym,trip,1
sparkle,synonym,foam,
sparkle,synonym,glisten,3
sparkle,synonym,glitter,2
sparkle,synonym,ice,
sparkle,synonym,light,1
sparkle,synonym,spark,1
sparse,synonym,thin,1
spawn,synonym,breed,2
speak,synonym,mouth,1
speak,synonym,talk,1
speak,synonym,utter,1
spear,synonym,gig,2
spear,synonym,lance,1
spear,synonym,shaft,1
special,similar,common,3
special,similar,extraordinary,2
special,similar,specific,1
special,synonym,extra,
special,synonym,particular,1
special,synonym,peculiar,1
specific,antonym,general,1
specific,antonym,generals,
specific,similar,particular,1
specific,similar,peculiar,1
specific,similar,proper,1
specific,similar,special,1
specific,similar,unique,1
specific,synonym,broad,
specify,similar,stipulate,1
specify,synonym,condition,1
specify,synonym,define,2
specify,synonym,determine,2
specify,synonym,fix,2
specify,synonym,intend,
specify,synonym,limit,2
specify,synonym,qualify,1
specify,synonym,set,2
specify,synonym,stipulate,1
spectacular,similar,conspicuous,3
spectacular,synonym,prominent,3
spectacular,synonym,salient,3
spectator,synonym,view,1
spectator,synonym,witness,1
spectre,synonym,ghost,2
spectre,synonym,shade,2
speculate,synonym,contemplate,3
speculate,synonym,meditate,3
speculate,synonym,muse,3
speculate,synonym,ponder,3
speculate,synonym,reflect,3
speculate,synonym,suppose,1
speech,synonym,address,1
speech,synonym,language,2
speech,synonym,lecture,
speed,synonym,accelerate,
speed,synonym,hurry,3
speed,synonym,rush,
speed,synonym,swift,2
speed,synonym,velocity,1
speed,synonym,zip,
spell,synonym,charm,
spell,synonym,import,2
spell,synonym,tour,
spell,synonym,while,
spell,synonym,write,3
spend,synonym,drop,2
spend,synonym,pass,1
sphere,synonym,area,1
sphere,synonym,arena,1
sphere,synonym,domain,1
sphere,synonym,field,1
sphere,synonym,orbit,1
sphere,synonym,sector,
spill,similar,shed,1
spill,similar,slop,2
spill,synonym,shed,3
spill,synonym,slop,1
spin,synonym,reel,1
spin,synonym,whirl,1
spine,synonym,back,1
spine,synonym,spur,2
spine,synonym,thorn,3
spiral,synonym,coil,
spirit,synonym,feel,2
spirit,synonym,flavour,2
spirit,synonym,intent,
spirit,synonym,liquor,
spirit,synonym,look,2
spirit,synonym,purport,
spirit,synonym,smell,2
spirit,synonym,tone,2
spit,synonym,acclaim,
spit,synonym,applaud,
spit,synonym,clap,
spit,synonym,sprinkle,3
spite,synonym,bruise,3
spite,synonym,hurt,3
spite,synonym,injure,3
spite,synonym,offend,3
spite,synonym,wound,3
splash,synonym,sprinkle,
splash,synonym,stir,2
splendid,similar,superior,2
splendid,synonym,brilliant,3
splendid,synonym,excellent,2
splendid,synonym,magnificent,3
splendid,synonym,mean,2
split,similar,cleave,2
split,synonym,break,3
split,synonym,burst,
split,synonym,cleave,2
split,synonym,divide,1
split,synonym,part,3
split,synonym,rent,
split,synonym,separate,1
spoil,synonym,baffle,
spoil,synonym,blow,1
spoil,synonym,corrupt,3
spoil,synonym,cross,
spoil,synonym,fluff,1
spoil,synonym,frustrate,
spoil,synonym,fumble,1
spoil,synonym,handle,1
spoil,synonym,impair,
spoil,synonym,mar,
spoil,synonym,thwart,
sponge,synonym,parasite,3
sponsor,synonym,frequent,3
sponsor,synonym,patron,
sponsor,synonym,shop,3
spontaneous,similar,instinct,1
spontaneous,similar,intuitive,1
sport,synonym,athlete,1
sport,synonym,boast,
sport,synonym,fun,
spot,synonym,bit,
spot,synonym,blot,
spot,synonym,discern,
spot,synonym,distinguish,
spot,synonym,patch,
spot,synonym,picket,
spot,synonym,place,1
spot,synonym,point,3
spot,synonym,recognize,
spot,synonym,scout,
spot,synonym,smear,
spot,synonym,spy,
spouse,synonym,mate,1
spouse,synonym,partner,1
spread,antonym,gather,1
spread,synonym,banquet,
spread,synonym,broadcast,
spread,synonym,circulate,
spread,synonym,diffuse,
spread,synonym,disseminate,
spread,synonym,distribute,1
spread,synonym,feast,
spread,synonym,gap,
spread,synonym,propagate,2
spread,synonym,ranch,
spread,synonym,scatter,
spring,synonym,bounce,
spring,synonym,fountain,3
spring,synonym,jump,
spring,synonym,leap,
sprinkle,synonym,disperse,1
sprinkle,synonym,dot,1
sprinkle,synonym,dust,1
sprinkle,synonym,scatter,1
sprinkle,synonym,spit,3
sprinkle,synonym,splash,2
sprint,synonym,dash,1
sprout,synonym,shoot,1
sprout,synonym,stock,2
spur,synonym,prod,1
spur,synonym,spine,2
spy,synonym,mole,
spy,synonym,spot,3
squad,synonym,team,2
square,antonym,round,1
square,similar,straightforward,2
square,similar,transparent,2
square,synonym,hearty,3
square,synonym,solid,3
square,synonym,straight,2
square,synonym,straightforward,
square,synonym,substantial,3
squash,synonym,crush,
squash,synonym,mash,
squash,synonym,squeeze,
squat,synonym,crouch,
squeak,synonym,creak,1
squeak,synonym,screech,1
squeak,synonym,whine,1
squeeze,synonym,coerce,
squeeze,synonym,compress,
squeeze,synonym,crush,1
squeeze,synonym,embrace,
squeeze,synonym,force,3
squeeze,synonym,hug,
squeeze,synonym,mash,1
squeeze,synonym,shove,
squeeze,synonym,squash,1
squeeze,synonym,thrust,
squeeze,synonym,wedge,3
stab,synonym,dig,3
stab,synonym,knife,1
stab,synonym,poke,3
stab,synonym,prod,3
stable,similar,firm,1
stable,similar,sound,2
stable,similar,steady,1
stable,synonym,fluid,
stable,synonym,precarious,
stable,synonym,static,
stack,synonym,batch,2
stack,synonym,deal,2
stack,synonym,flock,2
stack,synonym,hat,2
stack,synonym,heap,2
stack,synonym,lot,2
stack,synonym,mass,2
stack,synonym,mess,2
stack,synonym,mint,2
stack,synonym,mountain,2
stack,synonym,pile,2
stack,synonym,plenty,2
stack,synonym,pot,2
stack,synonym,raft,2
stack,synonym,sight,2
stadium,synonym,arena,1
stadium,synonym,bowl,1
staff,synonym,faculty,3
stage,synonym,arrange,
stage,synonym,degree,2
stage,synonym,level,2
stage,synonym,phase,1
stage,synonym,point,2
stage,synonym,presented,
stagger,synonym,lurch,1
stagger,synonym,reel,2
stagger,synonym,stumble,1
stain,synonym,dye,
stain,synonym,filth,3
stain,synonym,grease,3
stain,synonym,soil,3
stairs,synonym,step,1
stake,synonym,adventure,
stake,synonym,interest,1
stake,synonym,post,2
stalk,synonym,haunt,2
stalk,synonym,stem,
stalk,synonym,straw,
stall,synonym,booth,2
stall,synonym,stand,3
stamp,synonym,cast,1
stamp,synonym,impression,3
stamp,synonym,mould,1
stamp,synonym,stereotype,
stance,synonym,position,2
stance,synonym,posture,2
stand,antonym,lie,1
stand,antonym,sit,1
stand,antonym,yield,
stand,synonym,abide,
stand,synonym,endure,
stand,synonym,fend,
stand,synonym,stall,
stand,synonym,suffer,
stand,synonym,tolerate,
standard,synonym,banner,
standard,synonym,criteria,1
standard,synonym,measure,1
staple,synonym,basic,1
star,synonym,ace,2
star,synonym,champion,2
star,synonym,genius,2
star,synonym,sensation,2
star,synonym,wizard,2
stare,synonym,gaze,1
stark,similar,moderate,3
stark,similar,plain,2
stark,synonym,austere,2
stark,synonym,barren,
stark,synonym,bleak,
stark,synonym,blunt,1
stark,synonym,crude,1
stark,synonym,perfect,
stark,synonym,pure,
stark,synonym,severe,2
stark,synonym,stern,2
stark,synonym,thorough,
stark,synonym,utter,
start,antonym,finish,
start,antonym,stop,
start,similar,begin,1
start,synonym,begin,1
start,synonym,commence,1
start,synonym,depart,3
start,synonym,first,
start,synonym,get,1
start,synonym,initiate,
start,synonym,jump,
start,synonym,originate,
start,synonym,outset,
start,synonym,part,3
start,synonym,resume,
start,synonym,startle,
startle,synonym,jump,2
startle,synonym,start,2
starve,antonym,feed,3
starve,synonym,crave,
starve,synonym,lust,
state,synonym,commonwealth,
state,synonym,country,
state,synonym,nation,
state,synonym,province,1
state,synonym,say,
state,synonym,submit,
state,synonym,tell,
states,synonym,province,1
static,synonym,active,1
static,synonym,stable,3
static,synonym,still,1
station,synonym,place,2
station,synonym,post,
stature,synonym,height,2
status,synonym,condition,2
status,synonym,position,1
stay,antonym,change,1
stay,antonym,depart,2
stay,antonym,move,2
stay,synonym,abide,3
stay,synonym,delay,
stay,synonym,detain,
stay,synonym,hitch,
stay,synonym,persist,2
stay,synonym,remain,1
stay,synonym,rest,1
stay,synonym,stick,2
steady,similar,even,1
steady,similar,firm,1
steady,similar,level,1
steady,similar,regular,1
steady,similar,secure,3
steady,similar,stable,2
steady,similar,sure,1
steady,synonym,brace,
steady,synonym,firm,2
steal,synonym,bargain,
steal,synonym,rip,1
steal,synonym,slip,2
steel,synonym,blade,2
steel,synonym,brand,2
steel,synonym,sword,2
steep,antonym,gradual,1
steep,similar,abrupt,1
steep,similar,bluff,1
steep,similar,bold,1
steep,similar,heavy,1
steep,similar,high,3
steep,similar,moderate,2
steep,similar,sharp,1
steep,similar,sheer,1
steep,synonym,immerse,
steer,synonym,direct,1
steer,synonym,guide,1
steer,synonym,head,1
steer,synonym,point,1
steer,synonym,tip,
stem,synonym,base,1
stem,synonym,fore,
stem,synonym,radical,1
stem,synonym,root,1
stem,synonym,stalk,2
stem,synonym,theme,1
step,synonym,measure,1
step,synonym,pace,2
step,synonym,stairs,
step,synonym,stride,2
step,synonym,tread,
stereotype,synonym,stamp,2
sterile,antonym,fertile,1
sterile,similar,barren,1
sterile,synonym,fertile,1
sterling,similar,superior,2
sterling,synonym,great,2
stern,similar,strict,3
stern,synonym,ass,2
stern,synonym,austere,3
stern,synonym,behind,2
stern,synonym,bottom,2
